"ID","12142020-cnf-1","12172020cl3","12182020cl1","12192020cml1","12202020","12212020","12232020cp","12252020cp2f"
"1241625|gw1.58.3.1",NA,NA,NA,4,NA,NA,NA,NA
"1241925|gw1.34.4.1",NA,NA,NA,NA,NA,NA,NA,1
"1241952|gw1.10.29.1",NA,NA,NA,NA,2,NA,NA,2
"1242344|gw1.19.38.1",NA,NA,NA,2,2,NA,NA,NA
"1242510|gw1.101.12.1",NA,NA,1,NA,NA,NA,NA,NA
"1242704|gw1.74.5.1",NA,NA,NA,NA,NA,NA,NA,2
"1243052|gw1.21.49.1",NA,NA,3,4,4,4,4,12
"1243421|gw1.17.71.1",NA,NA,NA,NA,NA,NA,NA,2
"1243540|gw1.111.11.1",NA,NA,NA,NA,NA,NA,1,NA
"1244355|gw1.19.100.1",NA,NA,NA,NA,NA,NA,1,2
"1244456|gw1.19.102.1",NA,NA,1,NA,NA,NA,NA,NA
"1244477|gw1.7.147.1",NA,NA,NA,NA,NA,2,NA,NA
"1244775|gw1.73.26.1",NA,NA,NA,NA,NA,NA,2,NA
"1245075|gw1.7.161.1",NA,NA,NA,2,NA,NA,NA,NA
"1246314|gw1.8.269.1",NA,NA,NA,NA,NA,NA,NA,2
"1246543|gw1.12.60.1",NA,NA,4,2,2,NA,NA,NA
"1246700|gw1.4.160.1",2,NA,NA,NA,NA,NA,1,NA
"1246798|gw1.29.73.1",NA,NA,NA,NA,NA,1,NA,NA
"1246869|gw1.16.144.1",NA,1,NA,NA,NA,NA,NA,NA
"1246942|gw1.66.59.1",NA,NA,NA,NA,NA,NA,NA,2
"1246991|gw1.97.3.1",4,NA,NA,NA,NA,NA,NA,NA
"1247296|gw1.4.182.1",NA,NA,NA,2,NA,NA,NA,NA
"1247642|gw1.111.22.1",NA,NA,NA,NA,2,NA,NA,NA
"1247713|gw1.9.170.1",NA,NA,NA,NA,NA,1,NA,NA
"1247813|gw1.1.354.1",NA,NA,NA,2,NA,NA,NA,NA
"1248206|gw1.74.19.1",NA,NA,NA,NA,NA,2,NA,NA
"1249024|gw1.47.55.1",NA,2,NA,NA,NA,NA,2,4
"1249096|gw1.111.31.1",NA,NA,NA,NA,NA,NA,1,NA
"1249623|gw1.41.95.1",NA,2,NA,NA,NA,NA,NA,2
"1249652|gw1.2.341.1",NA,NA,NA,NA,NA,NA,NA,2
"1249971|gw1.1.485.1",NA,NA,NA,NA,NA,1,NA,NA
"1250434|gw1.17.294.1",NA,NA,NA,NA,NA,NA,NA,2
"1250731|gw1.31.188.1",NA,NA,NA,NA,NA,NA,NA,2
"1250740|gw1.2.387.1",NA,NA,4,4,5,NA,NA,NA
"1251033|gw1.56.4.1",NA,NA,NA,NA,NA,NA,1,2
"1251319|gw1.19.288.1",NA,NA,NA,NA,NA,NA,NA,2
"1251346|gw1.10.230.1",NA,NA,NA,NA,NA,NA,2,NA
"1251537|gw1.6.166.1",NA,NA,NA,NA,NA,NA,1,NA
"1251543|gw1.84.22.1",NA,NA,NA,2,NA,NA,NA,NA
"1252082|gw1.12.134.1",NA,1,NA,NA,NA,NA,1,NA
"1252346|gw1.4.352.1",NA,NA,3,NA,NA,NA,2,NA
"1252735|gw1.82.10.1",NA,1,NA,NA,NA,NA,1,NA
"1252890|gw1.37.40.1",NA,NA,NA,NA,NA,NA,2,NA
"1252909|gw1.11.232.1",NA,2,NA,NA,1,NA,NA,2
"1253371|gw1.27.50.1",NA,NA,NA,2,NA,NA,NA,NA
"1253618|gw1.14.101.1",NA,NA,2,NA,NA,NA,NA,NA
"1253651|gw1.188.21.1",NA,12,4,2,12,3,NA,6
"1253931|gw1.10.277.1",NA,1,1,NA,NA,NA,NA,1
"1253961|gw1.47.90.1",NA,2,NA,NA,NA,NA,NA,NA
"1254274|gw1.35.121.1",NA,1,NA,NA,NA,NA,NA,NA
"1254329|gw1.13.134.1",NA,1,NA,NA,NA,NA,NA,2
"1254774|gw1.6.415.1",NA,2,NA,NA,NA,NA,NA,NA
"1255043|gw1.37.72.1",NA,1,1,NA,2,NA,NA,NA
"1255719|gw1.24.129.1",NA,NA,NA,NA,NA,1,NA,NA
"1255743|gw1.29.149.1",NA,NA,NA,NA,NA,NA,4,NA
"1256369|gw1.22.90.1",NA,NA,NA,NA,NA,NA,NA,2
"1256457|gw1.1.1055.1",NA,NA,1,NA,NA,NA,NA,NA
"1256490|gw1.18.229.1",NA,NA,NA,NA,NA,NA,NA,2
"1256681|gw1.3.641.1",NA,NA,NA,NA,NA,NA,NA,2
"1256943|gw1.23.114.1",NA,NA,1,NA,2,NA,NA,NA
"1256995|gw1.13.221.1",NA,NA,NA,NA,1,NA,NA,NA
"1257103|gw1.88.40.1",NA,NA,1,NA,NA,NA,NA,NA
"1257965|gw1.192.19.1",NA,NA,NA,NA,NA,NA,NA,1
"1258311|gw1.24.172.1",NA,NA,NA,NA,2,NA,NA,NA
"1258936|gw1.47.128.1",NA,NA,NA,4,NA,NA,NA,NA
"1258943|gw1.14.233.1",NA,NA,NA,NA,NA,NA,2,NA
"1258981|gw1.5.365.1",NA,NA,2,NA,NA,NA,NA,NA
"1259186|gw1.24.194.1",NA,NA,NA,2,NA,NA,NA,NA
"1259795|gw1.6.741.1",2,NA,NA,NA,NA,NA,NA,NA
"1260017|gw1.15.173.1",NA,NA,NA,NA,NA,NA,2,NA
"1260122|gw1.9.335.1",NA,NA,NA,1,NA,NA,NA,NA
"1260339|gw1.6.773.1",NA,NA,NA,NA,NA,NA,NA,5
"1260422|gw1.1.1389.1",2,NA,NA,NA,NA,1,NA,NA
"1260523|gw1.7.489.1",NA,1,1,NA,1,2,NA,NA
"1260797|gw1.92.103.1",NA,1,NA,NA,NA,NA,NA,NA
"1261007|gw1.78.6.1",NA,1,NA,NA,NA,NA,NA,NA
"1261664|gw1.59.44.1",NA,NA,1,NA,NA,2,NA,2
"1261793|gw1.59.46.1",NA,NA,NA,NA,NA,NA,NA,4
"1261890|gw1.219.3.1",NA,2,NA,2,NA,2,NA,NA
"1261947|gw1.58.63.1",46,NA,7,NA,6,NA,2,NA
"1262477|gw1.33.106.1",NA,NA,NA,2,NA,NA,NA,NA
"1262599|gw1.30.214.1",NA,12,4,2,12,3,NA,6
"1262604|gw1.1.1531.1",NA,NA,NA,NA,2,NA,NA,NA
"1262921|gw1.2.708.1",NA,NA,NA,NA,NA,2,NA,NA
"1263821|gw1.129.37.1",NA,4,NA,NA,NA,NA,NA,NA
"1263825|gw1.129.38.1",NA,NA,NA,NA,NA,NA,NA,2
"1263928|gw1.17.400.1",NA,2,NA,NA,NA,NA,NA,NA
"1263944|gw1.63.52.1",NA,NA,NA,NA,1,NA,NA,NA
"1264420|gw1.53.53.1",NA,1,NA,NA,NA,NA,NA,NA
"1264500|gw1.7.633.1",NA,NA,1,NA,NA,1,NA,NA
"1264576|gw1.16.347.1",NA,2,NA,NA,NA,NA,NA,2
"1264878|gw1.22.218.1",NA,NA,NA,NA,NA,2,NA,NA
"1265004|gw1.105.18.1",NA,NA,NA,NA,NA,2,NA,NA
"1265296|gw1.32.217.1",2,3,NA,NA,NA,NA,NA,2
"1265382|gw1.10.513.1",NA,NA,NA,NA,NA,NA,NA,2
"1265432|gw1.44.156.1",NA,NA,NA,NA,2,NA,NA,NA
"1265542|gw1.78.31.1",NA,NA,2,NA,NA,2,NA,NA
"1265675|gw1.29.228.1",NA,1,NA,NA,1,NA,NA,1
"1265679|gw1.2.818.1",NA,2,NA,NA,NA,NA,NA,NA
"1266338|gw1.20.175.1",NA,NA,2,NA,NA,NA,NA,NA
"1266755|gw1.30.265.1",NA,NA,2,NA,NA,1,NA,NA
"1267969|gw1.17.432.1",NA,NA,NA,NA,NA,NA,NA,2
"1268016|gw1.9.513.1",NA,1,NA,NA,1,NA,NA,NA
"1268253|gw1.2.966.1",NA,NA,2,NA,NA,NA,NA,NA
"1268262|gw1.1.1792.1",NA,NA,NA,NA,NA,2,NA,NA
"1268663|gw1.5.563.1",NA,1,NA,NA,NA,NA,NA,NA
"1269493|gw1.1.1840.1",NA,NA,2,NA,NA,NA,NA,NA
"1270015|gw1.45.157.1",NA,NA,NA,NA,2,NA,NA,2
"1270079|gw1.4.837.1",NA,NA,2,NA,NA,NA,2,NA
"1271384|gw1.5.629.1",NA,NA,NA,NA,2,NA,NA,2
"1271596|gw1.152.16.1",NA,NA,NA,4,NA,NA,NA,NA
"1271891|gw1.84.77.1",NA,1,1,NA,NA,NA,NA,NA
"1272116|gw1.1.1954.1",NA,NA,NA,NA,NA,NA,NA,2
"1272286|gw1.53.94.1",NA,2,2,NA,2,NA,NA,NA
"1272589|gw1.144.29.1",NA,NA,NA,NA,NA,NA,NA,2
"1272650|gw1.11.638.1",2,NA,NA,NA,NA,NA,NA,NA
"1272715|gw1.52.79.1",NA,1,NA,NA,NA,NA,NA,NA
"1272951|gw1.294.5.1",NA,NA,NA,NA,NA,NA,2,2
"1273485|gw1.52.105.1",NA,NA,NA,NA,NA,NA,NA,2
"1273700|gw1.52.113.1",NA,2,2,NA,NA,NA,NA,2
"1273860|gw1.86.73.1",NA,2,NA,NA,NA,NA,NA,2
"1273871|gw1.135.26.1",NA,1,NA,NA,NA,NA,NA,NA
"1274311|gw1.25.278.1",NA,NA,NA,NA,NA,NA,NA,4
"1274380|gw1.52.131.1",NA,NA,2,NA,NA,NA,NA,NA
"1274390|gw1.22.484.1",NA,1,NA,NA,NA,NA,NA,NA
"1274631|gw1.140.20.1",NA,1,NA,NA,NA,NA,NA,NA
"1275454|e_gw1.1.402.1",NA,NA,2,NA,NA,NA,NA,NA
"1275474|e_gw1.1.1529.1",NA,NA,NA,NA,2,NA,6,10
"1275480|e_gw1.1.1077.1",NA,6,2,7,12,2,NA,21
"1275484|e_gw1.1.616.1",NA,NA,NA,NA,NA,NA,NA,2
"1275496|e_gw1.1.445.1",2,NA,NA,NA,4,NA,NA,NA
"1275545|e_gw1.1.685.1",NA,NA,NA,NA,6,NA,NA,NA
"1275566|e_gw1.1.573.1",NA,NA,1,NA,NA,NA,NA,3
"1275583|e_gw1.1.1327.1",NA,7,12,11,25,18,4,4
"1275596|e_gw1.1.1599.1",2,4,13,8,12,NA,4,10
"1275601|e_gw1.1.582.1",NA,NA,NA,NA,4,NA,NA,NA
"1275646|e_gw1.1.881.1",NA,NA,NA,NA,NA,NA,2,NA
"1275701|e_gw1.1.1168.1",NA,1,NA,NA,NA,NA,NA,NA
"1275728|e_gw1.1.1945.1",NA,NA,NA,NA,NA,NA,2,NA
"1275747|e_gw1.1.1116.1",2,NA,2,4,2,NA,NA,NA
"1275826|e_gw1.1.1741.1",NA,2,NA,NA,NA,NA,NA,NA
"1275872|e_gw1.1.359.1",NA,NA,NA,NA,NA,NA,NA,2
"1275874|e_gw1.1.587.1",NA,11,2,44,10,NA,NA,NA
"1275913|e_gw1.1.591.1",2,NA,NA,NA,NA,NA,NA,NA
"1275930|e_gw1.1.1244.1",NA,NA,NA,NA,2,NA,NA,NA
"1275939|e_gw1.1.1418.1",NA,1,2,NA,NA,NA,NA,NA
"1275942|e_gw1.1.126.1",NA,NA,NA,NA,2,NA,NA,2
"1275963|e_gw1.1.1869.1",2,NA,NA,2,4,NA,NA,4
"1275976|e_gw1.1.1072.1",2,8,9,17,24,21,4,52
"1275981|e_gw1.1.1789.1",NA,NA,NA,NA,NA,NA,2,NA
"1276041|e_gw1.1.872.1",NA,NA,NA,NA,1,NA,NA,NA
"1276043|e_gw1.1.544.1",NA,NA,NA,3,2,NA,2,NA
"1276056|e_gw1.1.1621.1",NA,NA,NA,NA,NA,NA,1,NA
"1276086|e_gw1.1.1089.1",NA,NA,NA,1,NA,NA,NA,NA
"1276103|e_gw1.1.1812.1",NA,2,1,4,2,2,NA,2
"1276105|e_gw1.1.584.1",NA,1,3,6,8,7,NA,5
"1276112|e_gw1.1.1187.1",NA,1,NA,2,2,NA,NA,NA
"1276123|e_gw1.1.1298.1",NA,2,6,NA,6,4,NA,NA
"1276156|e_gw1.1.1240.1",NA,NA,2,2,3,NA,NA,NA
"1276159|e_gw1.1.1004.1",NA,NA,NA,NA,NA,NA,NA,1
"1276186|e_gw1.1.832.1",NA,3,3,2,2,NA,2,4
"1276206|e_gw1.1.1983.1",NA,NA,NA,NA,2,NA,NA,NA
"1276209|e_gw1.1.157.1",NA,2,NA,NA,NA,NA,NA,2
"1276227|e_gw1.1.1064.1",NA,NA,NA,NA,NA,NA,NA,2
"1276240|e_gw1.1.271.1",NA,NA,NA,NA,NA,NA,NA,2
"1276244|e_gw1.1.2069.1",NA,NA,NA,2,NA,2,NA,NA
"1276245|e_gw1.1.1815.1",4,3,NA,2,2,NA,NA,NA
"1276268|e_gw1.1.190.1",NA,NA,NA,NA,4,1,NA,NA
"1276269|e_gw1.1.992.1",NA,2,1,NA,2,NA,NA,15
"1276279|e_gw1.1.1367.1",NA,6,22,38,30,28,2,32
"1276312|e_gw1.1.1711.1",NA,NA,NA,NA,NA,NA,NA,2
"1276318|e_gw1.1.1117.1",2,12,11,8,24,50,19,54
"1276342|e_gw1.1.665.1",NA,NA,NA,6,2,NA,1,2
"1276400|e_gw1.1.1615.1",NA,8,3,NA,NA,NA,NA,NA
"1276456|e_gw1.1.640.1",2,4,2,2,2,4,NA,NA
"1276459|e_gw1.1.1255.1",NA,NA,NA,NA,NA,NA,2,NA
"1276489|e_gw1.1.900.1",NA,NA,NA,2,NA,2,NA,2
"1276492|e_gw1.1.788.1",NA,1,NA,NA,NA,NA,NA,2
"1276520|e_gw1.1.1115.1",NA,NA,NA,NA,NA,1,NA,2
"1276530|e_gw1.1.172.1",4,21,21,2,29,20,8,24
"1276531|e_gw1.1.1061.1",NA,2,2,6,4,NA,NA,NA
"1276598|e_gw1.1.499.1",NA,NA,NA,NA,NA,NA,1,NA
"1276604|e_gw1.1.204.1",NA,NA,NA,NA,2,NA,NA,NA
"1276656|e_gw1.1.655.1",NA,5,6,NA,1,4,NA,NA
"1276676|e_gw1.1.1351.1",NA,1,NA,NA,NA,NA,NA,NA
"1276698|e_gw1.1.160.1",NA,NA,NA,NA,2,NA,NA,NA
"1276727|e_gw1.1.1919.1",NA,NA,NA,NA,NA,2,2,NA
"1276754|e_gw1.1.557.1",NA,5,1,NA,NA,NA,NA,NA
"1276755|e_gw1.1.381.1",NA,2,1,2,3,NA,NA,4
"1276764|e_gw1.1.979.1",NA,NA,NA,NA,2,NA,NA,NA
"1276771|e_gw1.1.1349.1",NA,NA,3,2,NA,NA,NA,NA
"1276782|e_gw1.1.424.1",NA,2,NA,2,NA,NA,NA,NA
"1276808|e_gw1.1.412.1",NA,NA,NA,NA,2,NA,NA,NA
"1276813|e_gw1.1.89.1",NA,NA,NA,NA,2,NA,NA,NA
"1276843|e_gw1.1.223.1",NA,12,17,29,39,22,2,16
"1276862|e_gw1.1.1420.1",NA,2,2,NA,NA,2,2,NA
"1276864|e_gw1.1.940.1",NA,1,NA,2,NA,NA,NA,NA
"1276874|e_gw1.1.128.1",NA,3,1,4,4,NA,NA,7
"1276895|e_gw1.1.431.1",NA,NA,2,2,4,NA,NA,2
"1276905|e_gw1.1.2078.1",NA,NA,NA,NA,NA,2,NA,NA
"1276907|e_gw1.1.781.1",NA,NA,NA,1,NA,NA,NA,NA
"1276916|e_gw1.1.291.1",NA,NA,NA,NA,NA,NA,2,NA
"1276928|e_gw1.1.1368.1",NA,NA,NA,NA,6,NA,2,NA
"1276944|e_gw1.1.1399.1",NA,NA,NA,NA,NA,NA,4,4
"1276981|e_gw1.1.907.1",NA,NA,4,NA,NA,NA,NA,NA
"1276983|e_gw1.1.165.1",NA,2,5,2,3,NA,NA,NA
"1276985|e_gw1.1.1097.1",32,14,22,38,34,15,22,45
"1276998|e_gw1.1.115.1",NA,2,NA,2,NA,4,NA,NA
"1277025|e_gw1.1.926.1",2,3,NA,NA,4,2,2,NA
"1277031|e_gw1.1.586.1",NA,1,NA,NA,NA,NA,NA,NA
"1277071|e_gw1.1.286.1",NA,NA,2,NA,4,2,1,NA
"1277076|e_gw1.1.2016.1",NA,1,NA,NA,2,NA,NA,NA
"1277094|e_gw1.1.30.1",NA,NA,4,4,1,NA,NA,NA
"1277100|e_gw1.1.1566.1",NA,6,NA,2,6,2,NA,2
"1277138|e_gw1.1.80.1",2,13,4,12,4,NA,22,16
"1277144|e_gw1.1.1441.1",NA,NA,NA,NA,NA,NA,1,NA
"1277203|e_gw1.1.1249.1",NA,11,2,5,6,6,NA,18
"1277214|e_gw1.1.1760.1",NA,4,8,1,NA,NA,NA,NA
"1277222|e_gw1.1.339.1",NA,1,NA,NA,NA,2,1,NA
"1277226|e_gw1.2.556.1",NA,NA,NA,NA,NA,2,NA,2
"1277251|e_gw1.2.516.1",NA,2,7,19,13,4,18,25
"1277261|e_gw1.2.949.1",NA,NA,NA,3,NA,NA,NA,NA
"1277265|e_gw1.2.861.1",NA,NA,NA,NA,NA,NA,NA,2
"1277266|e_gw1.2.381.1",NA,NA,2,NA,NA,NA,NA,NA
"1277273|e_gw1.2.460.1",NA,4,2,NA,NA,NA,NA,NA
"1277299|e_gw1.2.627.1",12,2,NA,4,8,15,NA,4
"1277301|e_gw1.2.765.1",NA,NA,1,NA,NA,NA,NA,NA
"1277316|e_gw1.2.80.1",2,NA,NA,NA,NA,NA,NA,NA
"1277323|e_gw1.2.440.1",NA,NA,NA,NA,2,NA,NA,NA
"1277337|e_gw1.2.56.1",NA,NA,NA,4,NA,NA,NA,2
"1277388|e_gw1.2.1063.1",NA,NA,4,2,4,NA,NA,2
"1277392|e_gw1.2.299.1",NA,2,NA,NA,2,NA,NA,NA
"1277416|e_gw1.2.747.1",NA,1,NA,NA,NA,NA,NA,NA
"1277454|e_gw1.2.560.1",NA,NA,NA,2,NA,NA,NA,NA
"1277458|e_gw1.2.344.1",NA,1,NA,NA,NA,NA,NA,NA
"1277464|e_gw1.2.663.1",NA,NA,2,NA,NA,NA,NA,2
"1277504|e_gw1.2.1078.1",NA,3,NA,NA,2,NA,6,12
"1277511|e_gw1.2.925.1",NA,NA,NA,1,NA,NA,NA,NA
"1277516|e_gw1.2.146.1",NA,NA,NA,NA,2,NA,NA,NA
"1277520|e_gw1.2.980.1",NA,2,NA,NA,NA,NA,NA,NA
"1277522|e_gw1.2.121.1",NA,NA,NA,NA,NA,NA,2,2
"1277536|e_gw1.2.850.1",NA,NA,2,2,6,NA,NA,4
"1277540|e_gw1.2.76.1",NA,3,NA,NA,NA,NA,NA,NA
"1277572|e_gw1.2.893.1",NA,2,NA,NA,NA,NA,NA,NA
"1277577|e_gw1.2.617.1",NA,NA,NA,NA,4,NA,NA,NA
"1277589|e_gw1.2.444.1",NA,NA,NA,NA,NA,2,NA,NA
"1277596|e_gw1.2.967.1",NA,3,2,NA,NA,NA,NA,2
"1277601|e_gw1.2.228.1",NA,2,2,NA,4,NA,NA,NA
"1277630|e_gw1.2.974.1",NA,NA,NA,2,NA,1,NA,NA
"1277643|e_gw1.2.809.1",2,1,NA,NA,NA,NA,NA,NA
"1277667|e_gw1.2.695.1",NA,2,3,1,NA,NA,NA,4
"1277698|e_gw1.2.455.1",NA,NA,NA,NA,NA,NA,2,NA
"1277701|e_gw1.2.912.1",NA,2,NA,NA,2,1,NA,3
"1277742|e_gw1.2.354.1",NA,NA,NA,NA,NA,NA,2,1
"1277760|e_gw1.2.81.1",NA,NA,NA,2,NA,NA,NA,NA
"1277804|e_gw1.2.170.1",NA,NA,NA,NA,1,NA,NA,NA
"1277826|e_gw1.2.1088.1",NA,1,NA,2,NA,NA,NA,4
"1277847|e_gw1.2.519.1",NA,NA,NA,NA,2,NA,2,12
"1277855|e_gw1.2.31.1",NA,NA,1,NA,NA,NA,NA,NA
"1277867|e_gw1.2.1095.1",NA,NA,NA,NA,2,NA,1,10
"1277877|e_gw1.2.193.1",NA,8,4,2,2,2,2,NA
"1277886|e_gw1.2.291.1",NA,2,1,NA,NA,NA,NA,2
"1277889|e_gw1.2.579.1",NA,NA,NA,NA,NA,NA,NA,2
"1277891|e_gw1.2.836.1",NA,NA,NA,NA,NA,2,NA,NA
"1277932|e_gw1.2.913.1",NA,NA,NA,2,NA,NA,NA,NA
"1277947|e_gw1.2.794.1",NA,NA,NA,2,4,NA,NA,NA
"1277953|e_gw1.2.462.1",NA,9,NA,NA,NA,NA,16,44
"1277970|e_gw1.2.700.1",NA,NA,NA,NA,NA,NA,NA,8
"1277973|e_gw1.2.268.1",NA,NA,NA,NA,NA,1,NA,NA
"1277977|e_gw1.2.564.1",NA,NA,2,2,4,2,NA,NA
"1277988|e_gw1.2.887.1",NA,NA,NA,2,NA,NA,NA,NA
"1277992|e_gw1.2.197.1",2,NA,1,NA,NA,NA,NA,NA
"1277996|e_gw1.2.427.1",NA,1,2,2,4,NA,NA,7
"1278003|e_gw1.2.230.1",12,2,NA,4,8,8,NA,8
"1278006|e_gw1.2.896.1",NA,7,4,2,4,2,NA,4
"1278012|e_gw1.2.990.1",NA,2,NA,NA,NA,NA,2,NA
"1278013|e_gw1.2.457.1",NA,NA,NA,2,NA,NA,NA,NA
"1278024|e_gw1.2.271.1",NA,2,NA,NA,NA,NA,NA,6
"1278047|e_gw1.2.837.1",NA,NA,NA,NA,NA,NA,NA,2
"1278052|e_gw1.2.1081.1",NA,NA,2,4,NA,NA,NA,2
"1278069|e_gw1.2.243.1",NA,2,NA,NA,NA,NA,NA,NA
"1278086|e_gw1.2.198.1",NA,1,NA,NA,NA,2,NA,1
"1278096|e_gw1.2.629.1",NA,NA,NA,4,NA,NA,NA,NA
"1278113|e_gw1.2.628.1",NA,NA,NA,NA,2,2,NA,NA
"1278123|e_gw1.2.178.1",NA,4,NA,NA,NA,NA,NA,4
"1278124|e_gw1.2.632.1",2,NA,2,NA,2,NA,NA,NA
"1278140|e_gw1.2.400.1",2,14,4,12,8,NA,5,10
"1278143|e_gw1.2.939.1",NA,NA,NA,NA,2,NA,NA,NA
"1278146|e_gw1.2.218.1",NA,NA,NA,NA,4,NA,2,NA
"1278153|e_gw1.2.360.1",NA,4,1,3,2,NA,NA,NA
"1278161|e_gw1.2.113.1",NA,NA,2,6,NA,2,2,4
"1278163|e_gw1.2.483.1",6,1,6,3,13,10,2,19
"1278166|e_gw1.2.805.1",NA,3,NA,NA,NA,NA,NA,2
"1278169|e_gw1.2.1027.1",NA,NA,NA,NA,NA,NA,NA,2
"1278172|e_gw1.2.1009.1",NA,NA,NA,NA,NA,NA,5,1
"1278183|e_gw1.2.586.1",NA,NA,NA,NA,NA,NA,2,NA
"1278200|e_gw1.3.650.1",94,70,69,49,71,31,29,106
"1278246|e_gw1.3.701.1",NA,NA,NA,NA,1,NA,1,NA
"1278270|e_gw1.3.920.1",4,14,16,10,14,3,1,30
"1278273|e_gw1.3.545.1",NA,NA,2,NA,NA,NA,NA,2
"1278286|e_gw1.3.1036.1",NA,1,NA,1,NA,NA,NA,4
"1278288|e_gw1.3.891.1",NA,2,NA,NA,NA,NA,NA,NA
"1278296|e_gw1.3.130.1",NA,NA,NA,NA,NA,NA,NA,4
"1278306|e_gw1.3.404.1",NA,1,NA,NA,NA,NA,NA,NA
"1278311|e_gw1.3.65.1",NA,NA,2,NA,NA,NA,NA,NA
"1278379|e_gw1.3.421.1",2,15,9,20,26,6,13,27
"1278386|e_gw1.3.519.1",NA,1,NA,NA,2,2,NA,3
"1278451|e_gw1.3.980.1",NA,2,NA,2,2,NA,NA,10
"1278482|e_gw1.3.251.1",NA,NA,NA,NA,2,2,NA,NA
"1278501|e_gw1.3.916.1",NA,NA,NA,NA,NA,NA,NA,1
"1278523|e_gw1.3.338.1",4,2,2,5,NA,NA,3,4
"1278541|e_gw1.3.978.1",NA,NA,NA,NA,NA,NA,2,NA
"1278542|e_gw1.3.577.1",NA,1,NA,NA,NA,2,NA,NA
"1278550|e_gw1.3.182.1",NA,NA,NA,NA,8,NA,6,NA
"1278557|e_gw1.3.962.1",NA,1,NA,NA,NA,NA,NA,NA
"1278579|e_gw1.3.49.1",NA,2,2,NA,6,NA,NA,5
"1278600|e_gw1.3.565.1",NA,1,NA,NA,NA,NA,NA,NA
"1278612|e_gw1.3.996.1",NA,9,9,4,2,NA,1,28
"1278643|e_gw1.3.118.1",NA,NA,2,2,6,2,NA,19
"1278667|e_gw1.3.1031.1",NA,1,NA,NA,NA,NA,NA,NA
"1278720|e_gw1.3.1077.1",NA,1,1,NA,NA,NA,NA,2
"1278722|e_gw1.3.272.1",NA,NA,NA,NA,NA,1,NA,NA
"1278728|e_gw1.3.718.1",NA,1,NA,NA,NA,2,NA,1
"1278744|e_gw1.3.139.1",NA,NA,NA,NA,NA,NA,NA,2
"1278756|e_gw1.3.643.1",NA,NA,NA,NA,NA,2,NA,NA
"1278799|e_gw1.3.236.1",NA,4,2,1,4,NA,NA,NA
"1278809|e_gw1.3.295.1",NA,NA,1,NA,NA,NA,NA,NA
"1278810|e_gw1.3.1032.1",2,NA,2,NA,2,2,2,4
"1278812|e_gw1.3.581.1",NA,NA,NA,2,NA,NA,NA,2
"1278814|e_gw1.3.775.1",NA,NA,NA,NA,4,NA,2,4
"1278828|e_gw1.3.711.1",NA,2,NA,NA,3,2,NA,2
"1278834|e_gw1.3.963.1",NA,NA,2,NA,2,NA,NA,NA
"1278855|e_gw1.3.539.1",NA,1,NA,2,NA,NA,NA,NA
"1278861|e_gw1.3.347.1",NA,NA,NA,2,2,NA,NA,2
"1278884|e_gw1.3.780.1",NA,NA,NA,NA,2,NA,NA,NA
"1278893|e_gw1.3.1059.1",NA,NA,NA,NA,2,NA,NA,NA
"1278899|e_gw1.3.724.1",NA,NA,2,NA,NA,NA,NA,NA
"1278902|e_gw1.3.534.1",NA,2,NA,2,NA,5,NA,NA
"1278910|e_gw1.3.436.1",NA,2,2,NA,NA,2,NA,2
"1278944|e_gw1.3.999.1",NA,2,NA,NA,NA,NA,NA,NA
"1278954|e_gw1.3.857.1",NA,1,NA,NA,2,NA,NA,2
"1278983|e_gw1.3.274.1",NA,NA,NA,NA,NA,NA,NA,4
"1278993|e_gw1.3.399.1",NA,2,NA,NA,2,NA,2,NA
"1278995|e_gw1.3.691.1",NA,3,NA,NA,NA,NA,NA,2
"1279012|e_gw1.3.645.1",NA,6,6,16,8,4,8,4
"1279015|e_gw1.3.460.1",2,1,NA,2,NA,NA,2,NA
"1279028|e_gw1.4.85.1",NA,NA,2,NA,NA,2,NA,NA
"1279033|e_gw1.4.134.1",NA,4,6,2,NA,NA,NA,NA
"1279071|e_gw1.4.560.1",NA,1,2,12,2,NA,NA,NA
"1279075|e_gw1.4.360.1",2,NA,NA,NA,2,NA,NA,NA
"1279088|e_gw1.4.993.1",NA,NA,2,NA,2,NA,NA,1
"1279089|e_gw1.4.676.1",NA,NA,NA,NA,NA,2,1,NA
"1279104|e_gw1.4.43.1",2,2,6,1,NA,NA,NA,8
"1279106|e_gw1.4.332.1",NA,NA,2,NA,NA,2,NA,NA
"1279122|e_gw1.4.439.1",12,NA,NA,NA,2,2,NA,NA
"1279154|e_gw1.4.260.1",NA,NA,NA,NA,NA,2,NA,9
"1279171|e_gw1.4.159.1",NA,NA,NA,NA,NA,1,NA,12
"1279174|e_gw1.4.207.1",NA,NA,NA,NA,NA,NA,NA,4
"1279182|e_gw1.4.510.1",NA,7,3,NA,4,2,NA,10
"1279192|e_gw1.4.875.1",NA,NA,2,2,NA,NA,NA,NA
"1279206|e_gw1.4.212.1",NA,3,NA,NA,2,2,NA,1
"1279232|e_gw1.4.840.1",NA,NA,NA,2,NA,NA,8,NA
"1279248|e_gw1.4.383.1",NA,NA,3,NA,6,NA,2,NA
"1279256|e_gw1.4.304.1",NA,NA,NA,2,NA,NA,NA,2
"1279258|e_gw1.4.444.1",NA,2,NA,NA,2,NA,NA,12
